job_title,company_name,location,job_type,experience_level,education_req,salary_range,job_requirements,job_responsibilities,posted_date,source_platform,education_min,salary_avg_numeric,experience_group,req_sales,req_excel_office,req_komunikasi,req_english
Sales &amp; Marketing Agent - Balikpapan,PT Agape Trikarsa Libratama,Balikpapan,Tidak Disebutkan,0 tahun,SMA,Rp 3.100.000 - Rp 6.200.000,"AREA PENEMPATAN: BALIKPAPAN | Bersedia ditempatkan di area Balikpapan | Sehat Jasmani dan Rohani | Pendidikan minimal SMA/SMK semua jurusan | Memiliki pengetahuan seputar sales &amp; marketing | Memiliki sepeda motor pribadi, SIM C Aktif &amp; STNK Aktif | Pekerja keras, Disiplin, Jujur dan Menyukai tantangan | Mampu bekerja dalam tim maupun individu | Tidak memiliki catatan kriminal / catatan keuangan yang bermasalah | Deskripsi Pekerjaan: | Mencari customer baru dan mengelola customer lama | Melakukan penjualan produk guna memenuhi target yang ditetapkan | Bertanggungjawab atas proses penagihan | Menjaga relasi dan hubungan baik dengan customer dan rekan kerja",Mencari customer baru dan mengelola customer lama | Melakukan penjualan produk guna memenuhi target yang ditetapkan | Bertanggungjawab atas proses penagihan | Menjaga relasi dan hubungan baik dengan customer dan rekan kerja,2026-02-27,Karir.com,SMA/SMK,4650000.0,Fresh Graduate,1,0,0,0
Sales & Marketing Agent - Solo,PT Agape Trikarsa Libratama,Semarang,Tidak Disebutkan,,SMA,Rp 3.100.000 - Rp 6.200.000,"AREA PENEMPATAN: SURAKARTA | Bersedia ditempatkan di area Solo Timur / Solo Barat | Sehat Jasmani dan Rohani | Pendidikan minimal SMA/SMK semua jurusan | Memiliki pengetahuan seputar sales & marketing | Memiliki sepeda motor pribadi, SIM C Aktif & STNK Aktif | Pekerja keras, Disiplin, Jujur dan Menyukai tantangan | Mampu bekerja dalam tim maupun individu | Tidak memiliki catatan kriminal / catatan keuangan yang bermasalah | Deskripsi Pekerjaan: | Mencari customer baru dan mengelola customer lama | Melakukan penjualan produk guna memenuhi target yang ditetapkan | Bertanggungjawab atas proses penagihan | Menjaga relasi dan hubungan baik dengan customer dan rekan kerja",Mencari customer baru dan mengelola customer lama | Melakukan penjualan produk guna memenuhi target yang ditetapkan | Bertanggungjawab atas proses penagihan | Menjaga relasi dan hubungan baik dengan customer dan rekan kerja,2026-02-27,Karir.com,SMA/SMK,4650000.0,Unknown,1,0,0,0
Sales &amp; Marketing Agent - Solo,PT Agape Trikarsa Libratama,Semarang,Tidak Disebutkan,0 tahun,SMA,Rp 3.100.000 - Rp 6.200.000,"AREA PENEMPATAN: SURAKARTA | Bersedia ditempatkan di area Solo Timur / Solo Barat | Sehat Jasmani dan Rohani | Pendidikan minimal SMA/SMK semua jurusan | Memiliki pengetahuan seputar sales &amp; marketing | Memiliki sepeda motor pribadi, SIM C Aktif &amp; STNK Aktif | Pekerja keras, Disiplin, Jujur dan Menyukai tantangan | Mampu bekerja dalam tim maupun individu | Tidak memiliki catatan kriminal / catatan keuangan yang bermasalah | Deskripsi Pekerjaan: | Mencari customer baru dan mengelola customer lama | Melakukan penjualan produk guna memenuhi target yang ditetapkan | Bertanggungjawab atas proses penagihan | Menjaga relasi dan hubungan baik dengan customer dan rekan kerja",Mencari customer baru dan mengelola customer lama | Melakukan penjualan produk guna memenuhi target yang ditetapkan | Bertanggungjawab atas proses penagihan | Menjaga relasi dan hubungan baik dengan customer dan rekan kerja,2026-02-27,Karir.com,SMA/SMK,4650000.0,Fresh Graduate,1,0,0,0
Brand Representative,PT Danamas Insan Kreasi Andalan (DIKA),Denpasar,Tidak Disebutkan,,SMA,Rp 2.000.000 - Rp 5.000.000,Kualifikasi: | Pendidikan minimal SMA/sederajat | Memiliki pengalaman di bidang promosi/sales (lebih disukai) | Bersedia ditempatkan sesuai kebutuhan area,Job Description: | Mempromosikan dan merepresentasikan produk kepada customer secara langsung | Memberikan edukasi serta penjelasan produk dengan jelas dan persuasif | Membangun hubungan baik dengan customer | Menjaga citra dan standar brand di area penempatan,2026-02-27,Karir.com,SMA/SMK,3500000.0,Unknown,1,0,0,0
Rider Kopi Sejuta Jiwa,PT Danamas Insan Kreasi Andalan (DIKA),Serang,Tidak Disebutkan,,Apa Saja,Rp 2.000.000 - Rp 5.000.000,Pendidikan minimal SD | Memiliki KTP Asli,Berjualan kopi menggunakan sepeda listrik | Mencari tempat strategis untuk berjualan kopi | Melayani pelanggan,2026-03-03,Karir.com,Apa Saja,3500000.0,Unknown,0,0,0,0
Desk Collection (RYN),PT Danamas Insan Kreasi Andalan (DIKA),Yogyakarta,Tidak Disebutkan,1 tahun,SMA,Rp 2.600.000 - Rp 2.800.000,Bisa mengoperasikan komputer/laptop,"Melakukan penagihan kepada nasabah melalui telepon, email, atau pesan teks | Mengecek akun nasabah untuk mengidentifikasi hutang yang belum dibayarkan | Menegosiasikan tenggat waktu pembayaran atau rencana pembayaran nasabah | Memberikan informasi tentang cara membayar tagihan | Membuat laporan kegiatan dan melaporkan secara berkala kepada Team Leader | Mencatat percakapan atau informasi yang diberikan pelanggan saat melakukan panggilan telepon",2026-03-03,Karir.com,SMA/SMK,2700000.0,Junior,0,0,0,0
staff gudang,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,,Apa Saja,Rp 3.500.000 - Rp 5.000.000,Pendidikan minimal SMK/SMA | Usia maksimal 35 tahun | Memiliki komunikasi yang baik,"Mengkoordinir perintah muat DO & surat jalan | Melakukan Audit Stock gudang harian & bulanan (stock opname) | Melakukan konfirmasi followup kepada customer | Melakukan packing, loading, unloading, inbound, outbond",2026-03-03,Karir.com,Apa Saja,4250000.0,Unknown,0,0,1,0
Staff Umum,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,1 tahun,Apa Saja,Rp 3.000.000 - Rp 4.000.000,"o Pria, usia maksimal 35 tahun | o Mampu bekerja dalam tim maupun sendiri | o Pendidikan minimal SMA/SMK | o Memiliki inisiatif yang tinggi | o Memiliki kemampuan kelistrikan, perbaikan ataupun instalasi komponen listrik (nilai plus) | o Bisa mengendarai Motor & memiliki SIM C | o Bisa mengendarai Mobil & memiliki SIM A (nilai plus) | o Bersedia Ditempatkan di Jakarta","o Membersihkan seluruh lingkungan/ruangan Kantor | o Membersihkan peralatan kerja | o Membuang sampah dan memastikan kantor bersih | o Membantu Pick up Dokumen atau Barang apabila diperlukan | o Melakukan pemantauan secara berkala jalannya fungsi komponen listrik yang terdapat pada perusahaan | o Merencanakan pemasangan komponen listrik yang dibutuhkan perusahaan | o Menghitung jumlah biaya dan juga material yang akan digunakan untuk pemeliharaan, perbaikan ataupun pemasangan komponen listrik ataupun aset perusahaan lainnya | o Melakukan perbaikan pada komponen listrik yang mengalami kerusakan | o Melakukan koordinasi bersama tim untuk melakukan pemeliharaan terhadap sistem listrik pada perusahaan | o Mengatasi gangguan ataupun masalah yang terjadi pada sistem listrik | o Melakukan pemeliharaan pada sistem listrik untuk mendukung jalannya operasional perusahaan secara lebih maksimal | o Membuat laporan kerja secara rutin sesuai dengan aturan yang sudah ditentukan",2026-03-03,Karir.com,Apa Saja,3500000.0,Junior,0,0,0,0
Spv Fleet (Kepala Bengkel),LABEL_COMPANY_CONFIDENTIAL,Prov. DKI-Jakarta,Tidak Disebutkan,2 tahun,Apa Saja,Rp 8.000.000 - Rp 10.000.000,"Pengalaman 2 tahun workshop Logistik | Memiliki kemampuan tentang manajemen Bengkel. | Memiliki pemahaman mengenai sparepart Truck. | Memiliki kemampuan Handle team min 20 Orang | Kemampuan analisa, energik, dinamis, kreatif | Bisa bekerja dengan penuh tekanan | Terbiasa berkomunikasi secara proaktif dan tepat waktu | Dapat mengelola dan menjalankan tugas yang diberikan dengan baik","Memberikan pengarahan dan bantuan yang diperlukan kepada driver dalam hal penjemputan dan pengantaran armada setiap saat diperlukan. | Mengatasi kendala-kendala yang dihadapi oleh tim Fleet/bengkel baik di pool / hub maupun dilapangan (yang dihadapi oleh Driver/Helper). | Melakukan maintenance mesin dengan melakukan penggantian spareparts melalui test, overhaul, service, dll. | Melakukan repair atas kerusakan Armada. | Memonitor semua proses yang berhubungan dengan kegiatan armada dimulai dengan baik dan terselesaikan dengan baik setiap harinya.",2026-03-03,Karir.com,Apa Saja,9000000.0,Junior,0,0,0,0
Recruiter (Sopr & Kenek Truk),PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,1 tahun,Apa Saja,Rp 5.000.000 - Rp 5.100.000," Memiliki pengalaman yang sama minimal 1 tahun |  Mampu bekerja dibawah tekanan, teliti, inisiatif, bekerja team |  Memiliki pengalaman mengurus Driver & Kenek Truk |  Siap bergabung secepatnya"," Memastikan kebutuhan Driver/ Sopir, Helper/ Kenek terpenuhi secara kuantity dan kualitas sesuai dengan kuota yang dibutuhkan oleh Operasional. |  Mengawasi pelaksanaan absensi & mengkoordinir pelaksanaan appraisal Driver/ Sopir, Helper/ Kenek. |  Melakukan rekruitmen Driver/ Sopir & Helper/ Kenek. |  Melakukan briefing. |  Melakukan training untuk Driver/ Sopir & Helper/ Kenek. |  Mengawasi & mengontrol pemeliharaan serta penggunaan infrastruktur Pool agar berfungsi dengan maksimal, dalam keadaan baik, aman untuk digunakan.",2026-02-27,Karir.com,Apa Saja,5050000.0,Junior,0,0,0,0
Recruiter (Sopr &amp; Kenek Truk),PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,1 tahun,Apa Saja,Rp 5.000.000 - Rp 5.100.000," Memiliki pengalaman yang sama minimal 1 tahun |  Mampu bekerja dibawah tekanan, teliti, inisiatif, bekerja team |  Memiliki pengalaman mengurus Driver &amp; Kenek Truk |  Siap bergabung secepatnya"," Memastikan kebutuhan Driver/ Sopir, Helper/ Kenek terpenuhi secara kuantity dan kualitas sesuai dengan kuota yang dibutuhkan oleh Operasional. |  Mengawasi pelaksanaan absensi &amp; mengkoordinir pelaksanaan appraisal Driver/ Sopir, Helper/ Kenek. |  Melakukan rekruitmen Driver/ Sopir &amp; Helper/ Kenek. |  Melakukan briefing. |  Melakukan training untuk Driver/ Sopir &amp; Helper/ Kenek. |  Mengawasi &amp; mengontrol pemeliharaan serta penggunaan infrastruktur Pool agar berfungsi dengan maksimal, dalam keadaan baik, aman untuk digunakan.",2026-02-27,Karir.com,Apa Saja,5050000.0,Junior,0,0,0,0
Kurir Motoris,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,,Apa Saja,Rp 3.000.000 - Rp 5.000.000,"Pendidikan minimal SMU . | Memiliki Sim C & SKCK Aktif. | Paham area Jakarta,Depok,Bogor, Tangerang & Sekitarnya. | Memiliki pengalaman diposisi yang sama lebih diutamakan. | Siap untuk penempatan area ciracas , permata hijau, sunter dan tangerang",Mengirimkan barang sesuai lokasi yang ditentukan . | Menjaga hubungan baik dengan relasi serta menjaga nama baik perusahaan,2026-03-03,Karir.com,Apa Saja,4000000.0,Unknown,0,0,0,0
Mekanik Truk,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,1 tahun,Apa Saja,Rp 4.000.000 - Rp 5.000.000,"Mampu melakukan analisa terhadap kerusakan kendaraan | Memahami mesin atau kelistrikan kendaraan | Menyukai dunia otomotif | Memiliki kerjasama yang baik dalam tim | Bersedia ditempatkan sesuai kebutuhan perusahaan, kerja sistem shift | Disiplin, jujur, teliti & bertanggung jawab | Terbiasa berkomunikasi secara proaktif dan tepat waktu | Harus bersedia penempatan di Cabang Subang ataupun Bogor sesuai kebutuhan perusahaan","Memeriksa peralatan, mesin-mesin dan sistem kelistrikannya pada armada (truk) | Menerima informasi kerusakan pada armada dari Divisi operasional dan memperbaiki terjadinya kerusakan dan cara pelaksanaan perbaikannya. | Memelihara kebersihan ruangan dan penyimpanan alat-alat yang telah dan akan diperbaiki supaya teratur",2026-03-03,Karir.com,Apa Saja,4500000.0,Junior,0,0,0,0
Internal Audit,PT Surya Toto Indonesia Tbk,Prov. DKI-Jakarta,Tidak Disebutkan,3 tahun,S1,Rp 5.000.000 - Rp 6.500.000,"At least bachelor’s degree in accounting/finance, Tax, Audit from reputable University. | Minimum working experience as Internal Auditor for at least 2 years. | Fluent in English. | Proficient computer skills on MS Office, accounting software and databases. | High attention to detail and excellent analytical skills. | Knowledge of auditing standards and procedures, laws, rules, and regulations. | Have professional integrity, fair, independence and objectivity. | Strong communication skills. | Have knowledge in SAP is a plus.","Conduct comprehensive audit examinations including risk management and control management over operations’ effectiveness and compliance with all regulations. | Act as an objective source of independent advice to ensure validity, legality, and goal achievement. | Prepare complex analysis, studies, and reports to ensure audit findings are properly documented and audit evidence is sufficient. | Identify loopholes and recommend risk aversion measures and cost savings. | Maintain open communication with management and audit committee. | Conduct follow up of audits recommendations proposed by Internal/External Auditor to ensure corrective actions have been implemented to mitigate risks. | Understand OJK Regulations.",2026-03-03,Karir.com,S1,5750000.0,Mid,0,1,1,1
SO Fleet (Kepala Bengkel),PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,1 tahun,Apa Saja,Rp 4.877.250 - Rp 5.900.000,"Pendidikan minimum D3 atau sederajat | Pengalaman 1 tahun di bidang yang sama | Kemampuan analisa, energik, dinamis, kreatif | Bisa bekerja dengan penuh tekanan | Terbiasa berkomunikasi secara proaktif dan tepat waktu | Sanggup berinteraksi dengan Mekanik, Driver dan Helper | Dapat mengelola dan menjalankan tugas yang diberikan dengan baik","Memberikan pengarahan dan bantuan yang diperlukan kepada Mekanik dalam hal yang berkaitan dengan pekerjaannya. | Mengatasi kendala-kendala yang dihadapi oleh tim Fleet baik di pool / hub maupun di lapangan (yang dihadapi oleh Driver/Helper). | Melakukan maintenance mesin dll dengan melakukan penggantian spare parts melalui test, overhaul, service, dll. | Memastikan setiap dan semua proses yang berhubungan dengan kegiatan armada dimulai dengan baik dan terselesaikan dengan baik setiap harinya. | Memastikan kesiapan armada yang layak jalan sesuai dengan standar yang telah ditentukan",2026-02-27,Karir.com,Apa Saja,5388625.0,Junior,0,0,0,0
security,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,,Apa Saja,Rp 5.000.000 - Rp 6.000.000,"o Laki-laki | o Lulusan minimal SMA/SMK | o Pengalaman Min 1 thn | o Bersedia Kerja Shift | o Bersedia Ditempatkan di Jakarta, Bogor, Subang, Bandung | o Bersedia rolling/mutasi sesuai kebutuhan perusahaan | o Jujur, Tanggung Jawab, Berorientasi pada Hasil","o Memastikan keamanan asset perusahaan berjalannya SOP dan PP serta memberikan rasa aman bagi seluruh karyawan serta tamu perusahaan. | o Melakukan penjagaan keamanan pool sesuai dengan SOP dan standar keamanan yang berlaku. | o Mengontrol, mencatat & memastikan keluar masuk barang kedalam maupun keluar lokasi kerja sesuai dengan SOP yang berlaku. | o Mengawasi & memastikan ketertiban & berjalannya SOP serta Peraturan Perusahaan dalam lokasi kerja. | o Melakukan investigasi & menerbitkan berita acara apabila terjadi kerusakan/kehilangan asset perusahaan dalam lingkungan kerja. | o Membantu & memastikan keamanan lalu lintas sekuruh kendaraan yang masuk maupun kendaraan yang akan meninggalkan lokasi kerja. | o Mengatur & memastikan parkir kendaraan sesuai dengan layout yang sudah ditentukan",2026-03-03,Karir.com,Apa Saja,5500000.0,Unknown,0,0,0,0
Koordinator Transport (Dispatcher) - Penempatan Ciawi & Sentul,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,1 tahun,Apa Saja,Rp 4.788.250 - Rp 5.900.000,"Pendidikan Minimal D3 Semua Jurusan. | Pengalaman Koordinator minimal 2 tahun diperusahaan Transporter, Distributor menjadi nilai tambahan. | Kemampuan problem Solving, Team Work, teliti, Inovatif dan Inisiatif, mampu bekerja dibawah tekanan. | Mampu mengoperasikan komputer Ms Office. | Bersedia ditempatkan sesuai kebutuhan perusahaan (Bandung, Subang, Ciawi, Sentul, Jakarta). | Bersedia Mutasi/rolling sesuai kebutuhan perusahaan. | Bersedia bergabung secepatnya.","Membuat jadwal pengemudi dan kendaraan sesuai dengan alokasi permintaan kendaraan dan pengemudi serta alokasi sesuai dari Costumer. | Memastikan dan memonitoring realisasi jadwal. | Melakukan penyesuaian jadwal dengan mempertimbangkan realisai dan efektifitas penggunaan kendaraan apabila terjadi kendala. | Melakukan komunikasi dengan seluruh pihak terkait demi kelancaran realisasi order pengiriman. | Mengawasi dan memestikan kelengkapan dan ketepatan pengisian seluruh dokumen sesuai dengan SOP. | Mengawasi dan memastikan laporan rekap realisasi order pengirim sesuai dengan jadwalnya. | Menindak lanjutin laporan kelalaian pengemudi, mengatur, mencatat dan melaporkannya ke Supervisor. | Melakukan performance appraisal pada seluruh staff di divisi terkait. | Melakukan monitoring dan membimbing kerja pada seluruh staff di divisi terkait. | Membuat dan mengawasi jadwal kerja staff di divisi terkait. | Memastikan seluruh laporan operasional dikirimkan sesuai dengan SOP dan waktu yang telah ditentukan. | Mengawasin dan memastikan seluruh team menjalankan tugas sesuai dengan SOP yang berlaku. | Memastikan dan mengawasi kehadiran mitra kerja (Standby)",2026-03-03,Karir.com,Apa Saja,5344125.0,Junior,0,1,1,0
Koordinator Transport (Dispatcher) - Penempatan Ciawi &amp; Sentul,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,1 tahun,Apa Saja,Rp 4.788.250 - Rp 5.900.000,"Pendidikan Minimal D3 Semua Jurusan. | Pengalaman Koordinator minimal 2 tahun diperusahaan Transporter, Distributor menjadi nilai tambahan. | Kemampuan problem Solving, Team Work, teliti, Inovatif dan Inisiatif, mampu bekerja dibawah tekanan. | Mampu mengoperasikan komputer Ms Office. | Bersedia ditempatkan sesuai kebutuhan perusahaan (Bandung, Subang, Ciawi, Sentul, Jakarta). | Bersedia Mutasi/rolling sesuai kebutuhan perusahaan. | Bersedia bergabung secepatnya.","Membuat jadwal pengemudi dan kendaraan sesuai dengan alokasi permintaan kendaraan dan pengemudi serta alokasi sesuai dari Costumer. | Memastikan dan memonitoring realisasi jadwal. | Melakukan penyesuaian jadwal dengan mempertimbangkan realisai dan efektifitas penggunaan kendaraan apabila terjadi kendala. | Melakukan komunikasi dengan seluruh pihak terkait demi kelancaran realisasi order pengiriman. | Mengawasi dan memestikan kelengkapan dan ketepatan pengisian seluruh dokumen sesuai dengan SOP. | Mengawasi dan memastikan laporan rekap realisasi order pengirim sesuai dengan jadwalnya. | Menindak lanjutin laporan kelalaian pengemudi, mengatur, mencatat dan melaporkannya ke Supervisor. | Melakukan performance appraisal pada seluruh staff di divisi terkait. | Melakukan monitoring dan membimbing kerja pada seluruh staff di divisi terkait. | Membuat dan mengawasi jadwal kerja staff di divisi terkait. | Memastikan seluruh laporan operasional dikirimkan sesuai dengan SOP dan waktu yang telah ditentukan. | Mengawasin dan memastikan seluruh team menjalankan tugas sesuai dengan SOP yang berlaku. | Memastikan dan mengawasi kehadiran mitra kerja (Standby)",2026-03-03,Karir.com,Apa Saja,5344125.0,Junior,0,1,1,0
Programmer,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,,Apa Saja,Rp 4.000.000 - Rp 5.000.000,"Memiliki pengalaman membuat project dalam bentuk website, desktop atau android. (nilai plus) | o Pendidikan minimal SMK/SMA teknik komputer atau jurusan yang relevan | o Mampu bekerja secara tim, dan senang mempelajari hal baru | o Memiliki kemampuan untuk membuat API Integration (nilai plus) | o Memiliki kemampuan untuk beradaptasi cepat dengan bahasa yang baru | o Terbiasa menggunakan gitlab/github | o Mudah beradaptasi dengan database dan paham mengenai CRUD | o Mengetahui tentang big data (nilai plus) | o Memiliki pemahaman tentang OOP | o Mudah beradaptasi dengan bahasa pemprograman sesuai dengan kebutuhan perusahaan | o Menguasai konsep dan teknik OOP dalam bahasa pemprograman kotlin, PHP, C# dan MSSQL (nilai plus) | o Menguasai salah satu framework pemprograman laravel, framework 4.0 (nila plus) | o Pernah terlibat dalam pembuatan website/sistem informasi dan desktop","o Divisi yang mengembangkan berbagai macam software baik desktop, web based dan android. Membuka kesempatan utk para programmer baik untuk mengembangkan karir dan kemampuan. | o Membuat dan mengembangkan software dengan konsep dan teknik OOP dalam bahasa pemrograman PHP, C# ,Android , Mobile apps. | o Bertanggung jawab dalam pembuatan dan pengembangan operasi, database, maupun system aplikasi | o Membuat (develop & testing) aplikasi",2026-03-03,Karir.com,Apa Saja,4500000.0,Unknown,0,0,0,0
IT Support,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,1 tahun,"S1, D3, Apa Saja",Rp 4.000.000 - Rp 4.800.000,"Teknik komputer yang dibutuhkan IT (Sysadmin dan Infrastruktur) | Digital Systems Dasar sistem digital, logika, dan rangkaian logika (gerbang, flip-flop, dll).       | Calculus Matematika teknik yang lebih mendalam untuk analisis sistem fisik.                  | Physics for Engineering Fisika terapan (listrik, magnet, gelombang) untuk perancangan perangkat keras.  | Electronics Prinsip dan penerapan rangkaian elektronik analog & digital.                        | Microprocessor Systems Arsitektur, perakitan, dan pemrograman mikrokontroler/mikroprosesor. | Embedded Systems Sistem tertanam berbasis hardware & software (misal Arduino, STM32, Raspberry Pi).  | Sensors and Actuators Pengenalan sensor (input) dan aktuator (output) pada sistem fisik/robotik. | Control Systems Pengendalian sistem dinamis (PID control, feedback systems, dll.).                  | Internet of Things (IoT) Integrasi sensor, mikrokontroler, dan konektivitas jaringan.                        | Robotics Fundamentals Dasar robotika: aktuator, kontrol gerak, sensorik, dan logika robot.         | Advanced Embedded Systems Pendalaman sistem tertanam dan integrasi hardware–software kompleks. | Network Security (Hardware-focused) Keamanan jaringan dan sistem dari sisi arsitektur & perangkat keras.  | Intelligent Systems (Engineering focus) Sistem cerdas berbasis perangkat keras (AI dalam embedded/robot). | Electrical Circuit & Analysis (kadang diintegrasikan dengan Electronics) Analisis rangkaian listrik, arus, tegangan, impedansi, dll.","Memiliki pengetahuan dan keahlian bekerja dengan berbagai software dan hardware | Memiliki keterampilan analitis dalam mempelajari masalah dan mengidentifikasi solusi, berkaitan dengan IT | Memecahkan masalah terkait dengan software dan hardware | Menjaga jaringan komputer perusahaan agar siap digunakan | Memastikan sistem-sistem pendukung dapat beroperasi dengan baik | Jujur, teliti, dan bertanggung jawab",2026-03-03,Karir.com,Apa Saja,4400000.0,Junior,0,0,0,0
Import Staff,PT Surya Toto Indonesia Tbk,Prov. DKI-Jakarta,Tidak Disebutkan,2 tahun,S1,Rp 5.000.000 - Rp 6.500.000,"Minimum Bachelor's Degree in any field from reputable university. | Minimum 2 years of experience in the same position. | Have good knowledge of export import documents (COD, PEB, PIB, BL, Invoice) and regulations. | Excellent communication, interpersonal, and negotiation skills. | Fluent in English (written and oral), Mandarin is a plus. | Proficient in Ms. Office (minimum Ms.Word and Excel). | Have a highly integrity, detail oriented, under pressure and hardworking. | Honest and Dress neatly.","Ensure all import activities run well without any issue in customs. | Responsible for arranging, completing, and ensure all documents comply with government regulations, policies, and procedures. | Working closely with overseas suppliers and shipping companies. | Maintain a good relationship with all vendors. | Negotiate terms and contract with vendors.",2026-03-03,Karir.com,S1,5750000.0,Junior,0,1,1,1
MT LOGISTICS,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,,"S1, D3, SMA, Apa Saja",Rp 4.000.000 - Rp 6.000.000,Dapat bekerja bersama team. | Punya keinginan menyelesaikan pekerjaan. | Dapat bertahan di dalam tantangan yang ada,"Kami berkembang di industri logistik dan supply chain termasuk warehousing, distribusi, trucking. Bila anda menguasai salah satu dari bidang ini, HRD , Accounting, Kasir , Auditor , Software Programmer , Dispatcher, Gudang, Mengatur driver , Bengkel perbaikan untuk truck, Purchasing - dan sanggup berkarya dan mau belajar hal baru , mari bergabung berkarya bersama kami. Meski diutamakan yang sudah berpengalaman, kami membuka kesempatan bagi mereka yang belum punya pengalaman tapi siap mengejar untuk berkembang",2026-03-03,Karir.com,Apa Saja,5000000.0,Unknown,0,0,0,0
Helper (Kenek Truk/ Pendamping Sopir Truk),PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,18 tahun,Apa Saja,Rp 1.000.000 - Rp 3.000.000,"Usia minimal 18 tahun | Bisa membaca, menulis dan memiliki niat kerja | Sehat jasmani & rohani | Membawa surat lamaran & daftar riwayat hidup (CV) | Membawa fotocopy KTP & KK | Membawa foto 4x6 2 lembar | Membawa fotocopy SKCK yang masih berlaku","Helper untuk pendamping Driver/ Sopir (armada cde, cdd, trailer, trinton, tronton, tanker, traga) | Membersihkan armada",2026-03-03,Karir.com,Apa Saja,2000000.0,Junior,0,0,0,0
Driver Truk,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,20 tahun,SMA,Rp 1.000.000 - Rp 4.000.000,"Persyaratan melamar sbb: | Melampirkan Fotocopy Kartu Keluarga, KTP, SIM B1 Umum - (Data semuanya sama/singkron) 2 lembar | Melampirkan Fotocopy surat kelakuan baik dari Kepolisian (SKCK) - 2 lembar | Pass foto 4x6 2 lembar | Usia minimal 20 tahun | Menguasai area Jabodetabek + Sukabumi & sekitarnya | Memiliki pengalaman mengendarai CDD & CDE | Memiliki pengalaman Driver di Perusahaan Consumer Good",DRIVER/ SUPIR/ PENGEMUDI (SIM B1 Umum) | Kualifikasi: | Sehat jasmani & rohani | Bisa baca & tulis | Bertangungjawab atas kebersihan kendaraan dan pemeliharaan kendaraan yang digunakan. | Memiliki nilai jujur dan bertanggungjawab | Memiliki kemampuan membawakan Colt Diesel Double,2026-02-27,Karir.com,SMA/SMK,2500000.0,Fresh Graduate,0,0,0,0
Sales TO,PT Handal Guna Sarana,Prov. DKI-Jakarta,Tidak Disebutkan,2 tahun,Apa Saja,Rp 5.000.000 - Rp 6.000.000,Pendidikan minimal SMU sederajat | Memiliki Sim C | Paham area Jakarta dan sekitarnya | Memiliki pengalaman sales FMCG min 2 tahun | Penempatan di Jakarta,"Melakukan penjualan ke outlet. | Mencari outlet baru berpotensi | Memiliki kecakapan dalam menawarkan produk. | Melakukan penagihan ke toko. | Mampu menganalisa kembali penjualan yang telah terjadi apakah sudah sesuai dengan yang direncanakan sebelumnya. | Mencari dan melaporkan informasi yang berhubungan dengan produk pesaing. | Melakukan pengembangan pasar, atau expansi pasar untuk area atau daerah yang masih kosong untuk produk yang dijual. | Menjaga hubungan baik dengan relasi serta menjaga nama baik perusahaan",2026-02-27,Karir.com,Apa Saja,5500000.0,Junior,1,0,0,0
Sales,PT Dunia Saftindo,Jakarta Pusat,Tidak Disebutkan,2 tahun,"S1, D3",Rp 5.000.000 - Rp 7.000.000,"Pengalaman Minimal 2 tahun ,di bidang sales & di utamakan bidang B2B | Pendidikan mInimal D3 Marketing/Managemen Bisnis .Teknik Industri. | Dapat mengoperasikan computer minimal : Ms.Office | Bisa Berbahasa Inggris dengan baik akan jadi prioritas. | Berbadan sehat, Jujur, Ulet, Tanggung jawab,dapat berkomunikasi dengan baik. | Siap bekerja di bawah tekananguna tercapainya target yang telag di tetapkan","Mencapai angka penjualan di regional yang menjadi tanggung jawabnya. | Melaporkan kegiatan harian dengan evaluasi data & fakta akurat atas proyeksi penjualan yang sudah di tetapkan perusahaan. | Membina dan memelihara hubungan baik dengan custumer bisnis maupun industri-industri potensial. | Menyusun laporan dan evaluasi kerja pemasaran secara berkala, | Wajib memiliki kendaraan bermotor minimal motor untuk aktivitas kejra.",2026-02-26,Karir.com,D3,6000000.0,Junior,1,1,0,1
